"","CN","PLT_CN","PREV_TRE_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","DAMLOC1","DAMTYP1","DAMSEV1","DAMLOC2","DAMTYP2","DAMSEV2","DECAYCD","STOCKING","VOLCFNET","VOLCFGRS","VOLCSNET","VOLCSGRS","VOLBFNET","VOLBFGRS","VOLCFSND","GROWCFGS","GROWBFSL","GROWCFAL","MORTCFGS","MORTBFSL","MORTCFAL","REMVCFGS","REMVBFSL","REMVCFAL","DIACHECK","MORTYR","SALVCD","UNCRCD","CPOSCD","CLIGHTCD","CVIGORCD","CDENCD","CDIEBKCD","TRANSCD","TREEHISTCD","DIACALC","CULLBF","CULLCF","BFSND","CFSND","SAWHT","BOLEHT","HTCALC","SITREE","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_DATE","MODIFIED_IN_INSTANCE","HTDMP","ROUGHCULL","CULL_FLD","RECONCILECD","PREVDIA","FGROWCFGS","FGROWBFSL","FGROWCFAL","FMORTCFGS","FMORTBFSL","FMORTCFAL","FREMVCFGS","FREMVBFSL","FREMVCFAL","P2A_GRM_FLG","TREECLCD_NERS","TREECLCD_SRS","TREECLCD_NCRS","STANDING_DEAD_CD","PREV_STATUS_CD","TPA_UNADJ","TPAMORT_UNADJ","TPAREMV_UNADJ","TPAGROW_UNADJ","DRYBIO_BOLE","DRYBIO_TOP","DRYBIO_STUMP","DRYBIO_SAPLING","DRYBIO_BG","CARBON_AG","CARBON_BG","CYCLE","SUBCYCLE","DISEASE_SRS","DIEBACK_SEVERITY_SRS","DAMAGE_AGENT_CD1","DAMAGE_AGENT_CD2","DAMAGE_AGENT_CD3","VOLCSSND","DRYBIO_SAWLOG","DRYBIO_AG","CULL_BF_ROTTEN","CULL_BF_ROTTEN_CD","CULL_BF_ROUGH","CULL_BF_ROUGH_CD","PREVDIA_FLD","TREECLCD_31_NCRS","TREE_GRADE_NCRS","BOUGHS_AVAILABLE_NCRS","BOUGHS_HRVST_NCRS","TREECLCD_31_NERS","AGENTCD_NERS","BFSNDCD_NERS","CAVITY_USE_PNWRS","GST_PNWRS"
"19419976",55949691010538,55949653010538,NA,2003,50,2,5,122,1,9,1,270,12.7,NA,1,601,41,14.7,1,70,1,70,2,50,3,5,NA,1,0,NA,NA,0,NA,NA,NA,5.2437,28.661988,32.944814,23.21621,26.685299,128.305667,142.561852,32.615366,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,10,13,92,94,39,58,76,NA,"2005-09-08",10538,"2020-03-24",290487,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,6.018046,NA,NA,NA,854.783512,203.929587,37.678383,NA,210.713264,548.195741,105.356632,6,1,NA,NA,NA,NA,NA,26.418446,692.374633,1096.391482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"",""
"19423295",55950058010538,55950024010538,NA,2003,50,3,7,78,1,10,1,284,12.7,NA,1,601,41,11.3,1,52,1,52,2,28,3,3,NA,1,0,NA,NA,0,NA,NA,NA,2.8494,15.317052,17.210171,11.273351,12.666686,47.695996,51.286017,17.038069,1.065693,7.118805,1.243824,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,7,11,86,92,21,49,69,NA,"2005-09-08",10538,"2020-03-25",290487,NA,NA,0,NA,NA,1.065693,7.118805,1.243824,0,0,0,0,0,0,"Y",2,NA,NA,NA,NA,6.018046,0,0,6.018046,446.533712,124.94207,23.232189,NA,115.162486,297.353986,57.581243,6,1,NA,NA,NA,NA,NA,12.540019,328.648818,594.707971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"",""
"19425586",62195538010538,55965630010538,NA,2004,50,2,11,1181,1,21,1,355,6.1,NA,1,601,41,9.2,1,68,3,68,4,30,3,NA,NA,57,4,2,0,0,NA,NA,NA,2.5963,2.756953,8.354403,NA,NA,NA,NA,3.592393,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,40,2,1,NA,60,5,25,110,NA,NA,67,NA,15,NA,31,48,NA,"2006-03-29",10538,"2020-03-24",290487,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,NA,NA,NA,NA,6.018046,NA,NA,NA,94.149436,30.342826,5.619739,NA,25.385361,65.056001,12.692681,6,2,NA,NA,NA,NA,NA,NA,NA,130.112001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19426982",62202009010538,55972110010538,NA,2004,50,2,23,700,2,2,1,31,14.7,NA,1,601,41,9,1,42,1,42,4,35,3,NA,NA,57,0,NA,NA,0,NA,NA,NA,2.6041,2.580349,7.819238,NA,NA,NA,NA,3.362272,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,67,NA,15,NA,30,46,NA,"2006-03-29",10538,"2020-03-24",290487,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,NA,NA,NA,NA,6.018046,NA,NA,NA,88.118425,28.856691,5.340089,NA,23.885675,61.157603,11.942838,6,2,NA,NA,NA,NA,NA,NA,NA,122.315205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19426984",62202013010538,55972110010538,NA,2004,50,2,23,700,2,4,1,99,12.2,NA,1,601,41,7.8,1,50,3,50,2,37,3,NA,NA,1,0,NA,NA,0,NA,NA,NA,2.1011,5.574928,5.994546,NA,NA,NA,NA,5.934601,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,7,NA,85,NA,31,52,NA,"2006-03-29",10538,"2020-03-24",290487,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,6.018046,NA,NA,NA,155.534023,56.753383,10.429448,NA,43.771037,111.358427,21.885519,6,2,NA,NA,NA,NA,NA,NA,NA,222.716854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19430988",224236246010661,62278911010538,NA,2005,50,2,17,585,3,3,1,251,17.9,NA,3,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21154,1.129643,0.243518,0,0,0,38.110559,179.68553,43.871457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-14",10661,"2020-03-25",290487,NA,NA,NA,NA,NA,0.21154,1.129643,0.243518,0,0,0,38.110559,179.68553,43.871457,"Y",NA,NA,NA,NA,NA,NA,0,0.925853,6.018046,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,"",""
"19431751",62282443010538,62282379010538,NA,2005,50,2,23,406,3,1,1,54,5.6,NA,2,601,41,8.7,1,NA,NA,19,3,NA,NA,NA,70,40,NA,NA,NA,NA,NA,NA,3,NA,2.85286,5.187018,NA,NA,NA,NA,3.112211,-0.897723,0,-0.955641,8.023869,0,8.541538,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,45,NA,11,NA,18,48,NA,"2006-03-31",10538,"2020-03-25",290487,NA,NA,40,NA,NA,-0.897723,0,-0.955641,8.023869,0,8.541538,0,0,0,"Y",5,NA,NA,1,NA,6.018046,0.691729,0,6.018046,46.014447,3.384947,5.060852,NA,22.296083,27.230123,11.148042,6,3,NA,NA,NA,NA,NA,NA,NA,54.460246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,"",""
"19431817",62282940010538,62282875010538,NA,2005,50,2,23,909,4,9,1,197,23.3,NA,2,601,41,14.7,1,NA,NA,12,3,NA,NA,NA,70,48,NA,NA,NA,NA,NA,NA,3,NA,4.746792,10.548427,NA,NA,NA,NA,5.485182,-4.429583,-19.458421,-5.04056,29.522435,129.860547,33.594495,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,55,NA,13,NA,11,70,NA,"2006-03-31",10538,"2020-03-25",290487,NA,NA,48,NA,NA,-4.429583,-19.458421,-5.04056,29.522435,129.860547,33.594495,0,0,0,"Y",5,NA,NA,1,NA,6.018046,0.911825,0,6.018046,81.099134,4.23904,6.336669,NA,35.437303,45.837422,17.718652,6,3,NA,NA,NA,NA,NA,NA,NA,91.674843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,"",""
"19432030",62272395010538,62272349010538,NA,2005,50,3,1,293,2,2,1,34,21.3,NA,1,601,41,13.6,1,60,1,60,2,48,3,5,NA,1,0,NA,NA,0,NA,NA,NA,4.9877,23.59819,27.124356,19.114533,21.970728,97.789737,108.655263,26.853112,1.28412,10.987611,1.529633,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,10,13,92,94,34,55,73,NA,"2006-03-31",10538,"2020-03-25",290487,NA,NA,63,NA,NA,1.28412,10.987611,1.529633,0,0,0,0,0,0,"Y",2,NA,NA,NA,NA,6.018046,0,0,6.018046,703.766359,175.56729,32.54683,NA,175.607929,455.94024,87.803965,6,3,NA,NA,NA,NA,NA,21.751021,570.050758,911.880479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"",""
"19442666",74320084010538,73597514010538,NA,2006,50,3,21,1369,4,4,1,206,23.6,NA,2,601,41,20.7,1,NA,NA,16,3,NA,NA,NA,70,17,NA,NA,NA,NA,NA,NA,2,NA,17.548827,26.192279,NA,NA,NA,NA,21.739592,-6.988621,-36.725268,-8.139688,66.285201,348.73526,77.202764,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,33,NA,48,NA,15,83,NA,"2007-08-09",10538,"2020-03-25",290487,NA,NA,17,NA,NA,-6.988621,-36.725268,-8.139688,66.285201,348.73526,77.202764,0,0,0,"Y",5,NA,NA,1,NA,6.018046,0.640218,0,6.018046,429.867534,45.363391,20.504299,NA,134.451979,247.867612,67.22599,6,4,NA,NA,NA,NA,NA,NA,NA,495.735224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,"",""
"19446496",162995824010661,122567148010661,NA,2007,50,2,11,314,1,7,1,17,1.7,NA,2,601,41,5.4,1,NA,NA,23,3,NA,NA,NA,70,46,NA,NA,NA,NA,NA,NA,3,NA,0.849978,1.734648,NA,NA,NA,NA,0.93671,-0.127335,0,-0.132696,1.458281,0,1.519682,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,10,NA,14,32,NA,"2008-07-10",10661,"2020-03-25",290487,NA,NA,46,NA,NA,-0.127335,0,-0.132696,1.458281,0,1.519682,0,0,0,"Y",NA,NA,NA,1,NA,6.018046,0.537326,0,6.018046,13.84938,1.510649,2.186478,NA,7.823575,8.773254,3.911788,6,5,NA,NA,NA,NA,NA,NA,NA,17.546507,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"",""
"19446497",162995825010661,122567148010661,NA,2007,50,2,11,314,1,8,1,35,18.7,NA,2,601,41,5.8,1,NA,NA,28,3,NA,NA,NA,70,46,NA,NA,NA,NA,NA,NA,3,NA,1.061398,2.166118,NA,NA,NA,NA,1.169704,-0.166612,0,-0.173627,1.977128,0,2.060376,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,10,NA,16,34,NA,"2008-07-10",10661,"2020-03-25",290487,NA,NA,46,NA,NA,-0.166612,0,-0.173627,1.977128,0,2.060376,0,0,0,"Y",NA,NA,NA,1,NA,6.018046,0.537326,0,6.018046,17.294227,1.76936,2.575899,NA,9.501936,10.819743,4.750968,6,5,NA,NA,NA,NA,NA,NA,NA,21.639486,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"",""
"19447543",162997861010661,122567004010661,NA,2007,50,2,17,202,3,5,1,333,22.8,NA,1,601,41,11.6,1,60,1,60,3,55,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,9.1129,11.176899,15.31082,NA,NA,NA,NA,14.698387,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,85,NA,38,54,NA,"2008-07-10",10661,"2020-03-24",290487,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,6.018046,NA,NA,NA,385.215326,105.972983,19.704508,NA,98.848292,255.446409,49.424146,6,5,NA,NA,NA,NA,NA,NA,NA,510.892817,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"",""
"19448588",162998714010661,122566968010661,NA,2007,50,2,19,1017,2,12,1,95,22,NA,1,601,41,6.4,1,52,3,52,2,38,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2.3579,3.156874,3.323025,NA,NA,NA,NA,3.289795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,77,NA,23,44,NA,"2008-07-10",10661,"2020-03-24",290487,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,6.018046,NA,NA,NA,86.218947,36.96819,6.703536,NA,25.798984,64.945337,12.899492,6,5,NA,NA,NA,NA,NA,NA,NA,129.890673,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"19449930",162982152010661,122567264010661,NA,2007,50,3,1,517,1,4,1,114,23.8,NA,1,601,41,13.7,1,80,1,80,2,30,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4.7179,24.820246,28.529018,20.104398,23.108504,103.311919,114.791021,28.243728,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,92,94,36,58,77,NA,"2008-07-10",10661,"2020-03-24",290487,NA,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,6.018046,NA,NA,NA,740.211623,183.867976,34.076721,NA,184.483135,479.07816,92.241568,6,5,NA,NA,NA,NA,NA,22.877419,599.571397,958.15632,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"19449945",162982167010661,122567264010661,NA,2007,50,3,1,517,3,4,1,127,15.4,NA,1,601,41,21.6,1,63,1,63,4,35,3,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,9.34,31.805442,83.698532,NA,NA,NA,NA,47.708163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,30,NA,72,87,NA,"2008-07-10",10661,"2020-03-24",290487,5.5,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,6.018046,NA,NA,NA,1250.335536,246.408892,43.912954,NA,293.745217,770.328691,146.872609,6,5,NA,NA,NA,NA,NA,NA,NA,1540.657382,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",""
"19449948",162982170010661,122567264010661,NA,2007,50,3,1,517,3,7,1,154,14.2,NA,1,601,41,22.8,1,77,1,77,4,30,3,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,10.129,36.517011,96.097398,NA,NA,NA,NA,54.775517,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,30,NA,75,90,NA,"2008-07-10",10661,"2020-03-24",290487,4,28,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,6.018046,NA,NA,NA,1435.55675,276.475188,48.89078,NA,335.442635,880.461359,167.721318,6,5,NA,NA,NA,NA,NA,NA,NA,1760.922718,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",""
"19453166",162999520010661,122567032010661,NA,2007,50,3,21,1395,2,1,2,337,22.1,NA,1,601,41,18.7,1,74,1,74,4,35,3,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,40.2895,18.615323,58.172884,NA,NA,NA,NA,28.504713,0,0,0.506161,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,25,NA,65,81,NA,"2008-07-10",10661,"2020-03-25",290487,NA,18,50,NA,NA,0,0,0.506161,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,747.051518,157.252108,28.51655,NA,178.321566,466.410088,89.160783,6,5,NA,NA,NA,NA,NA,NA,NA,932.820176,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",""
"19455582",201999382010661,118137432010661,55949691010538,2008,50,2,5,122,1,9,1,270,12.7,1,1,601,41,14.9,1,63,1,63,2,30,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,5.3511,30.476206,35.030122,24.685727,28.374399,136.859956,152.066618,34.679821,0.386004,1.820061,0.439246,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,10,13,92,94,41,61,67,NA,"2009-05-13",10661,"2020-03-24",290487,NA,15,0,NA,14.7,0.386004,1.820061,0.439246,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,908.888749,215.20742,39.733791,NA,223.599001,581.91498,111.799501,7,1,NA,NA,NA,NA,NA,28.090655,736.199886,1163.82996,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,"",""
"19460267",202005316010661,118137678010661,55950058010538,2008,50,3,7,78,1,10,1,284,12.7,1,1,601,41,13.3,1,59,1,59,2,45,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,3.4528,22.272721,25.600829,18.040905,20.736672,89.190655,99.100728,25.344821,1.580834,9.430604,1.887898,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,10,13,92,94,32,54,56,NA,"2009-05-13",10661,"2020-03-24",290487,NA,10,0,NA,11.3,1.580834,9.430604,1.887898,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,664.237069,167.905808,31.149168,NA,166.352559,431.646023,83.17628,7,1,NA,NA,NA,NA,NA,20.529305,538.032025,863.292045,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,"",""
"19463447",225034748010661,144988553010661,62195538010538,2009,50,2,11,1181,1,21,1,355,6.1,1,1,601,41,9.5,1,69,1,69,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2.7243,10.246279,11.259647,NA,NA,NA,NA,11.147051,0.191336,0,0.208157,0,0,0,0,0,0,0,NA,NA,35,2,1,NA,25,5,20,NA,9.35,NA,9,NA,90,NA,44,69,NA,"2010-05-26",10661,"2020-03-24",290487,NA,6,7,NA,9.2,0.191336,0,0.208157,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,292.141913,92.008833,17.059098,NA,78.177601,200.604922,39.088801,7,2,NA,NA,NA,NA,NA,NA,NA,401.209844,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"19465556",225039431010661,144988503010661,62282443010538,2009,50,2,23,406,3,1,1,54,5.6,1,2,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-26",10661,"2020-03-24",290487,NA,NA,NA,NA,8.7,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19465583",225040718010661,144988443010661,62202009010538,2009,50,2,23,700,2,2,1,31,14.7,1,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-26",10661,"2020-03-24",290487,NA,NA,NA,9,9,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19465584",225040720010661,144988443010661,62202013010538,2009,50,2,23,700,2,4,1,99,12.2,1,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-26",10661,"2020-03-24",290487,NA,NA,NA,9,7.8,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19465684",225040021010661,144988653010661,62282940010538,2009,50,2,23,909,4,9,1,197,23.3,1,2,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-26",10661,"2020-03-24",290487,NA,NA,NA,NA,14.7,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19465795",225040966010661,144988423010661,NA,2009,50,2,23,1065,2,18,1,191,14.5,1,1,601,41,12.6,1,40,3,40,3,30,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2.0806,14.143196,19.374241,NA,NA,NA,NA,18.599271,0,0,0.407197,0,0,0,0,0,0,0,NA,NA,45,3,1,NA,40,20,20,NA,NA,NA,27,NA,85,NA,42,NA,NA,"2010-05-26",10661,"2020-03-24",290487,NA,20,10,3,NA,0,0,0.407197,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,487.449694,127.310646,23.64984,NA,123.208573,319.20509,61.604287,7,2,NA,NA,NA,NA,NA,NA,NA,638.41018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"",""
"19465995",225041473010661,144988527010661,62272395010538,2009,50,3,1,293,2,2,1,34,21.3,1,1,601,41,14.5,1,50,2,50,2,33,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,5.6421,28.19164,32.404184,22.835228,26.247389,124.289062,138.098958,32.080142,1.093679,6.309363,1.244531,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05,10,13,92,94,39,59,55,NA,"2010-05-26",10661,"2020-03-24",290487,NA,15,0,NA,13.6,1.093679,6.309363,1.244531,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,840.756362,202.136317,37.372534,NA,207.685691,540.132607,103.842846,7,2,NA,NA,NA,NA,NA,25.984915,681.012652,1080.265213,0,1,8,1,NA,NA,NA,NA,NA,2,NA,NA,"",""
"19476863",27855266020004,222468804010661,162995824010661,2011,50,2,11,314,1,7,1,17,1.7,1,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-02-10",20004,"2020-03-24",290487,NA,NA,NA,9,5.4,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19476864",27855267020004,222468804010661,162995825010661,2011,50,2,11,314,1,8,1,35,18.7,1,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-02-10",20004,"2020-03-24",290487,NA,NA,NA,9,5.8,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"19482119",27857761020004,222468856010661,74320084010538,2011,50,3,21,1369,4,4,1,206,23.6,1,2,601,41,18.2,1,NA,NA,14,4,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,4,NA,1.277407,18.248674,NA,NA,NA,NA,1.642381,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,2,NA,13,78,NA,"2012-02-10",20004,"2020-03-24",290487,NA,NA,NA,NA,20.7,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,20.04752,0.481968,1.669372,NA,10.307991,11.09943,5.153996,7,4,NA,NA,NA,NA,NA,NA,NA,22.19886,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"",""
"19485918",208815168020004,247064712010661,162997861010661,2012,50,2,17,202,3,5,1,333,22.8,1,1,601,41,13.8,1,63,3,63,3,40,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,12.7833,19.399884,26.21606,NA,NA,NA,NA,25.429578,0,0,2.751587,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,88,NA,50,66,NA,"2013-06-18",20004,"2020-03-24",290487,NA,NA,0,NA,11.6,0,0,2.751587,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,666.45838,164.846529,30.543173,NA,165.907637,430.924041,82.953819,7,5,NA,NA,NA,NA,NA,NA,NA,861.848082,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"",""
